ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER, SALES ,ORDERDATE,DAYS_SINCE_LAST_ORDER,STATUS,PRODUCTLINE,MSRP,SPV,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10420,37,142.80,5," 5,283.60 ",29/03/2024,8,In Process,Vintage Cars,170.00,-27.20,S18_1749,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Medium
10420,37,60.37,13," 2,233.69 ",29/03/2024,8,In Process,Classic Cars,50.00,10.37,S24_1628,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Small
10419,37,140.62,1," 5,202.94 ",17/03/2024,20,Shipped,Classic Cars,124.00,16.62,S18_1589,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,Medium
10416,37,51.93,8," 1,921.41 ",10/03/2024,27,Shipped,Vintage Cars,43.00,8.93,S50_1341,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Small
10414,37,71.34,6," 2,639.58 ",06/03/2024,31,On Hold,Ships,66.00,5.34,S700_1138,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,51003,USA,Yoshido,Juri,Small
10396,37,90.57,8," 3,351.09 ",23/01/2024,74,Shipped,Vintage Cars,83.00,7.57,S24_3816,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium
10394,37,172.34,1," 6,376.58 ",15/01/2024,82,Shipped,Classic Cars,143.00,29.34,S18_4027,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10394,37,140.75,7," 5,207.75 ",15/01/2024,82,Shipped,Classic Cars,118.00,22.75,S24_4048,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10392,37,59.96,3," 2,218.52 ",10/01/2024,87,Shipped,Vintage Cars,62.00,-2.04,S18_2957,Mini Auto Werke,7675-3555,Kirchgasse 6,Graz,8010,Austria,Mendel,Roland,Small
10107,37,46.90,7," 1,735.30 ",09/01/2024,88,Shipped,Classic Cars,147.00,-100.10,S10_4962,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Small
10390,37,132.29,5," 4,894.73 ",04/01/2024,93,Shipped,Classic Cars,37.00,95.29,S24_2972,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium
10386,37,93.01,5," 3,441.37 ",01/01/2024,96,Resolved,Ships,86.00,7.01,S18_3029,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10386,37,83.84,14," 3,102.08 ",01/01/2024,96,Resolved,Planes,99.00,-15.16,S700_2466,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10386,37,135.61,10," 5,017.57 ",01/01/2024,96,Resolved,Ships,72.00,63.61,S700_2610,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10385,37,85.54,2," 3,164.98 ",28/12/2023,100,Shipped,Vintage Cars,83.00,2.54,S24_3816,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium
10107,37,110.05,11," 4,071.85 ",17/12/2023,111,Shipped,Classic Cars,151.00,-40.95,S12_3148,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium
10375,37,171.71,3," 6,353.27 ",03/12/2023,125,Shipped,Motorcycles,99.00,72.71,S32_1374,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Medium
10375,37,81.87,6," 3,029.19 ",03/12/2023,125,Shipped,Planes,91.00,-9.13,S700_1691,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Medium
10373,37,108.80,8," 4,025.60 ",01/12/2023,127,Shipped,Ships,99.00,9.80,S700_3962,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,90110,Finland,Koskitalo,Pirkko,Medium
10372,37,105.69,8," 3,910.53 ",26/11/2023,132,Shipped,Ships,122.00,-16.31,S24_2011,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan,Shimamura,Akiko,Medium
10367,37,127.13,3," 4,703.81 ",12/11/2023,146,Resolved,Vintage Cars,170.00,-42.87,S18_1749,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,Medium
10330,37,119.06,3," 4,405.22 ",16/09/2023,203,Shipped,Classic Cars,146.00,-26.94,S18_3482,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,1227 MM,Philippines,Cruz,Arnold,Medium
10329,37,94.43,4," 3,493.91 ",15/09/2023,204,Shipped,Motorcycles,76.00,18.43,S24_2000,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Medium
10328,37,108.69,10," 4,021.53 ",12/09/2023,207,Shipped,Planes,99.00,9.69,S700_2466,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,Medium
10327,37,86.61,3," 3,204.57 ",10/09/2023,209,Resolved,Ships,99.00,-12.39,S700_3962,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,1734,Denmark,Petersen,Jytte,Medium
10327,37,86.74,4," 3,209.38 ",10/09/2023,209,Resolved,Ships,54.00,32.74,S72_3212,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,1734,Denmark,Petersen,Jytte,Medium
10321,37,78.54,14," 2,905.98 ",04/09/2023,215,Shipped,Classic Cars,77.00,1.54,S18_1889,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,Small
10321,37,33.23,12," 1,229.51 ",04/09/2023,215,Shipped,Classic Cars,37.00,-3.77,S24_2972,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,Small
10107,37,207.22,3," 7,667.14 ",02/09/2023,217,Shipped,Motorcycles,193.00,14.22,S10_4698,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,Large
10348,37,161.66,1," 5,981.42 ",01/09/2023,218,Shipped,Trucks and Buses,127.00,34.66,S24_2300,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,Sommer,Mart¡n,Medium
10315,37,91.37,4," 3,380.69 ",29/08/2023,221,Shipped,Ships,99.00,-7.63,S700_3962,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Medium
10312,37,100.30,4," 3,711.10 ",21/08/2023,229,Shipped,Vintage Cars,101.00,-0.70,S18_2949,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium
10310,37,168.43,2," 6,231.91 ",16/08/2023,234,Shipped,Classic Cars,141.00,27.43,S18_1129,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,Medium
10305,37,201.51,9," 7,455.87 ",13/08/2023,237,Shipped,Classic Cars,169.00,32.51,S18_3232,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,Large
10304,37,95.55,13," 3,535.35 ",11/08/2023,239,Shipped,Vintage Cars,102.00,-6.45,S18_1342,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Versailles,78000,France,Tonini,Daniel,Medium
10304,37,48.52,12," 1,795.24 ",11/08/2023,239,Shipped,Vintage Cars,53.00,-4.48,S18_1367,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Versailles,78000,France,Tonini,Daniel,Small
10107,37,192.87,11," 7,136.19 ",08/07/2023,273,Shipped,Classic Cars,214.00,-21.13,S10_1949,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,Large
10291,37,50.59,14," 1,871.83 ",08/07/2023,273,Shipped,Vintage Cars,62.00,-11.41,S18_2957,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,Small
10285,37,98.89,12," 3,658.93 ",27/06/2023,284,Shipped,Motorcycles,99.00,-0.11,S32_1374,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,Medium
10285,37,41.03,1," 1,518.11 ",27/06/2023,284,Shipped,Motorcycles,40.00,1.03,S32_2206,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,Small
10282,37,66.78,7," 2,470.86 ",20/06/2023,291,Shipped,Trains,58.00,8.78,S50_1514,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small
10280,37,128.40,13," 4,750.80 ",17/06/2023,294,Shipped,Vintage Cars,127.00,1.40,S18_2325,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,Medium
10275,37,63.60,5," 2,353.20 ",23/05/2023,319,Shipped,Motorcycles,60.00,3.60,S18_2625,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Small
10273,37,45.86,10," 1,696.82 ",21/05/2023,321,Shipped,Ships,54.00,-8.14,S72_3212,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,B-1180,Belgium,Dewey,Catherine,Small
10264,37,65.10,6," 2,408.70 ",30/04/2023,342,Shipped,Motorcycles,69.00,-3.90,S24_2360,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,51003,USA,Yoshido,Juri,Small
10263,37,62.46,7," 2,311.02 ",28/04/2023,344,Shipped,Motorcycles,76.00,-13.54,S24_2000,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Small
10257,37,84.82,2," 3,138.34 ",14/04/2023,358,Shipped,Vintage Cars,104.00,-19.18,S18_3136,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Medium
10255,37,45.70,2," 1,690.90 ",04/04/2023,368,Shipped,Vintage Cars,44.00,1.70,S24_2022,Mini Caravy,88.60.1555,"24, place Kluber",Strasbourg,67000,France,Citeaux,Frederique,Small
10253,37,139.92,2," 5,177.04 ",01/04/2023,371,Cancelled,Classic Cars,132.00,7.92,S18_2870,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Medium
10250,37,74.62,5," 2,760.94 ",11/03/2023,392,Shipped,Planes,72.00,2.62,S24_4278,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Small
10245,37,111.72,1," 4,133.64 ",04/03/2023,399,Shipped,Trucks and Buses,96.00,15.72,S32_1268,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,97823,USA,Murphy,Leslie,Medium
10240,37,149.36,2," 5,526.32 ",13/02/2023,418,Shipped,Classic Cars,142.00,7.36,S18_1984,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,530-0003,Japan,Kentary,Mory,Medium
10240,37,161.06,1," 5,959.22 ",13/02/2023,418,Shipped,Classic Cars,141.00,20.06,S18_3685,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,530-0003,Japan,Kentary,Mory,Medium
10227,37,57.73,12," 2,136.01 ",02/01/2023,460,Shipped,Classic Cars,71.00,-13.27,S18_4933,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,Small
10107,37,77.41,10," 2,864.17 ",22/12/2022,471,Shipped,Classic Cars,79.00,-1.59,S12_3990,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,Holz,Michael,Small
10225,37,95.69,12," 3,540.53 ",22/12/2022,471,Shipped,Classic Cars,80.00,15.69,S18_3278,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,Holz,Michael,Medium
10224,37,80.34,4," 2,972.58 ",21/12/2022,472,Shipped,Motorcycles,69.00,11.34,S24_2360,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,59000,France,Rance,Martine,Small
10107,37,107.18,1," 3,965.66 ",20/12/2022,473,Shipped,Motorcycles,95.00,12.18,S10_1678,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Medium
10222,37,87.75,1," 3,246.75 ",19/12/2022,474,Shipped,Planes,99.00,-11.25,S700_2466,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Medium
10220,37,136.02,7," 5,032.74 ",12/12/2022,481,Shipped,Classic Cars,118.00,18.02,S24_4048,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland,Cassidy,Dean,Medium
10220,37,107.65,9," 3,983.05 ",12/12/2022,481,Shipped,Trucks and Buses,115.00,-7.35,S50_1392,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland,Cassidy,Dean,Medium
10211,37,109.19,12," 4,040.03 ",15/11/2022,508,Shipped,Motorcycles,102.00,7.19,S32_4485,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Medium
10208,37,120.20,4," 4,447.40 ",02/11/2022,521,Shipped,Ships,100.00,20.20,S700_3505,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,Medium
10207,37,69.89,13," 2,585.93 ",09/10/2022,545,Shipped,Trucks and Buses,60.00,9.89,S18_2432,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,51003,USA,Franco,Valarie,Small
10206,37,90.17,7," 3,336.29 ",05/10/2022,549,Shipped,Vintage Cars,101.00,-10.83,S18_2949,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,V3F 2K1,Canada,Tannamuri,Yoshi,Medium
10194,37,97.27,3," 3,598.99 ",25/09/2022,559,Shipped,Trucks and Buses,96.00,1.27,S32_1268,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,Medium
10192,37,69.82,4," 2,583.34 ",20/09/2022,564,Shipped,Classic Cars,73.00,-3.18,S24_1046,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Small
10107,37,122.06,6," 4,516.22 ",14/09/2022,570,Shipped,Trucks and Buses,118.00,4.06,S12_4473,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",Sevilla,41101,Spain,Roel,Jose Pedro,Medium
10185,37,105.18,4," 3,891.66 ",14/09/2022,570,Shipped,Ships,100.00,5.18,S700_3505,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,Medium
10183,37,89.15,9," 3,298.55 ",13/09/2022,571,Shipped,Vintage Cars,101.00,-11.85,S18_2949,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,71270,USA,Cervantes,Francisca,Medium
10181,37,42.67,8," 1,578.79 ",12/09/2022,572,Shipped,Classic Cars,37.00,5.67,S24_2972,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway,Oeztan,Veysel,Small
10175,37,31.12,2," 1,151.44 ",06/09/2022,578,Shipped,Classic Cars,35.00,-3.88,S24_2840,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,WX3 6FW,UK,Brown,Ann,Small
10161,37,72.76,5," 2,692.12 ",17/08/2022,598,Shipped,Classic Cars,73.00,-0.24,S24_1046,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,Ibsen,Palle,Small
10155,37,67.93,12," 2,513.41 ",06/08/2022,609,Shipped,Vintage Cars,83.00,-15.07,S24_3816,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,Small
10301,37,159.94,8," 5,917.78 ",05/08/2022,610,Shipped,Classic Cars,141.00,18.94,S18_1129,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,N 0106,Norway,Klaeboe,Jan,Medium
10147,37,119.06,9," 4,405.22 ",05/07/2022,641,Shipped,Classic Cars,146.00,-26.94,S18_3482,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Brickhaven,58339,USA,Nelson,Allen,Medium
10107,37,140.35,9," 5,192.95 ",25/06/2022,651,Shipped,Motorcycles,118.00,22.35,S10_2016,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,Medium
10143,37,50.65,10," 1,874.05 ",10/06/2022,666,Shipped,Planes,49.00,1.65,S72_1253,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,Small
10107,37,199.30,11," 7,374.10 ",24/05/2022,683,Shipped,Classic Cars,214.00,-14.70,S10_1949,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,Large
10137,37,117.48,3," 4,346.76 ",10/05/2022,697,Shipped,Classic Cars,132.00,-14.52,S18_2870,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Medium
10107,37,99.82,8," 3,693.34 ",08/03/2022,760,Shipped,Classic Cars,117.00,-17.18,S12_3380,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,Medium
10110,37,146.84,16," 5,433.08 ",18/01/2022,809,Shipped,Classic Cars,124.00,22.84,S18_1589,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Medium
10110,37,100.66,14," 3,724.42 ",18/01/2022,809,Shipped,Classic Cars,107.00,-6.34,S24_3432,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Medium
10107,38,155.13,12," 5,894.94 ",31/03/2024,6,In Process,Classic Cars,147.00,8.13,S10_4962,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Medium
10425,38,99.41,7," 3,777.58 ",31/03/2024,6,In Process,Trucks and Buses,122.00,-22.59,S18_2319,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Medium
10425,38,113.82,13," 4,325.16 ",31/03/2024,6,In Process,Trucks and Buses,121.00,-7.18,S18_4600,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Medium
10419,38,117.48,5," 4,464.24 ",17/03/2024,20,Shipped,Classic Cars,141.00,-23.52,S18_1129,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,Medium
10401,38,96.29,5," 3,659.02 ",03/02/2024,63,On Hold,Planes,109.00,-12.71,S24_1785,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Newark,94019,USA,Brown,William,Medium
10400,38,57.20,3," 2,173.60 ",01/02/2024,65,Shipped,Vintage Cars,65.00,-7.80,S24_3420,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Small
10383,38,140.55,1," 5,340.90 ",22/12/2023,106,Shipped,Classic Cars,143.00,-2.45,S18_4027,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10383,38,60.06,10," 2,282.28 ",22/12/2023,106,Shipped,Trains,58.00,2.06,S50_1514,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10374,38,110.45,6," 4,197.10 ",02/12/2023,126,Shipped,Motorcycles,112.00,-1.55,S24_1578,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,South Brisbane,4101,Australia,Calaghan,Tony,Medium
10373,38,70.44,7," 2,676.72 ",01/12/2023,127,Shipped,Planes,68.00,2.44,S24_2841,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,90110,Finland,Koskitalo,Pirkko,Small
10367,38,38.50,11," 1,463.00 ",12/11/2023,146,Resolved,Classic Cars,50.00,-11.50,S24_1628,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,Small
10355,38,39.83,10," 1,513.54 ",07/10/2023,182,Shipped,Motorcycles,40.00,-0.17,S32_2206,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10351,38,68.38,4," 2,598.44 ",03/10/2023,186,Shipped,Vintage Cars,65.00,3.38,S24_3420,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,WX3 6FW,UK,Brown,Ann,Small
10349,38,176.83,8," 6,719.54 ",01/10/2023,188,Shipped,Classic Cars,163.00,13.83,S18_2238,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Medium
10349,38,137.46,7," 5,223.48 ",01/10/2023,188,Shipped,Trucks and Buses,122.00,15.46,S18_2319,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Medium
10342,38,165.17,11," 6,276.46 ",24/09/2023,195,Shipped,Classic Cars,148.00,17.17,S18_4721,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Medium
10341,38,123.22,3," 4,682.36 ",24/09/2023,195,Shipped,Motorcycles,81.00,42.22,S50_4713,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,Medium
10107,38,167.70,3," 6,372.60 ",20/09/2023,199,Shipped,Trucks and Buses,118.00,49.70,S12_4473,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,75012,France,Bertrand,Marie,Medium
10332,38,84.25,9," 3,201.50 ",17/09/2023,202,Shipped,Vintage Cars,60.00,24.25,S18_2248,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Medium
10329,38,138.58,12," 5,266.04 ",15/09/2023,204,Shipped,Motorcycles,60.00,78.58,S18_2625,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Medium
10329,38,59.10,10," 2,245.80 ",15/09/2023,204,Shipped,Classic Cars,80.00,-20.90,S18_3278,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Small
10324,38,179.79,6," 6,832.02 ",05/09/2023,214,Shipped,Vintage Cars,50.00,129.79,S18_4668,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,10022,USA,Frick,Michael,Medium
10325,38,232.74,3," 8,844.12 ",05/09/2023,214,Shipped,Trucks and Buses,54.00,178.74,S32_2509,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,Large
10325,38,136.59,4," 5,190.42 ",05/09/2023,214,Shipped,Trucks and Buses,115.00,21.59,S50_1392,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,Medium
10107,38,73.42,4," 2,789.96 ",03/09/2023,216,Shipped,Classic Cars,79.00,-5.58,S12_3990,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvgen  8,Lule,S-958 22,Sweden,Berglund,Christina,Small
10107,38,209.88,5," 7,975.44 ",22/08/2023,228,Shipped,Classic Cars,207.00,2.88,S12_1108,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,Ibsen,Palle,Large
10314,38,105.27,10," 4,000.26 ",22/08/2023,228,Shipped,Classic Cars,118.00,-12.73,S24_4048,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,Ibsen,Palle,Medium
10313,38,45.45,1," 1,727.10 ",22/08/2023,228,Shipped,Trucks and Buses,54.00,-8.55,S32_2509,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,V3F 2K1,Canada,Tannamuri,Yoshi,Small
10314,38,61.51,7," 2,337.38 ",22/08/2023,228,Shipped,Trains,58.00,3.51,S50_1514,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,Ibsen,Palle,Small
10312,38,117.29,5," 4,457.02 ",21/08/2023,229,Shipped,Vintage Cars,104.00,13.29,S18_3136,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium
10310,38,56.94,9," 2,163.72 ",16/08/2023,234,Shipped,Classic Cars,61.00,-4.06,S24_3371,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,Small
10306,38,91.81,10," 3,488.78 ",14/08/2023,236,Shipped,Ships,86.00,5.81,S700_1938,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Medium
10107,38,175.81,13," 6,680.78 ",13/08/2023,237,Shipped,Classic Cars,147.00,28.81,S10_4962,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,Medium
10107,38,125.61,5," 4,773.18 ",13/08/2023,237,Shipped,Trucks and Buses,118.00,7.61,S12_4473,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,Medium
10304,38,104.17,11," 3,958.46 ",11/08/2023,239,Shipped,Vintage Cars,99.00,5.17,S18_3320,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Versailles,78000,France,Tonini,Daniel,Medium
10299,38,115.32,7," 4,382.16 ",30/07/2023,251,Shipped,Motorcycles,102.00,13.32,S32_4485,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,Medium
10289,38,120.21,2," 4,567.98 ",03/07/2023,278,Shipped,Vintage Cars,102.00,18.21,S18_1342,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway,Oeztan,Veysel,Medium
10286,38,57.20,1," 2,173.60 ",28/06/2023,283,Shipped,Motorcycles,62.00,-4.80,S18_3782,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,75012,France,Bertrand,Marie,Small
